#T24
#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
# （（））─ 與＝配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[009901] 〔大〕－【明】＊
[067309] 沙＝娑【聖】＊
[067310] 序品＝卷【三】【宮】
[067311] 簫＝蕭【三】【宮】＊，〔簫齊…譯〕十二字－【聖】＊
[067312] 三藏＝沙門【三】【宮】＊
[067313] （序品第一）＋南【三】【宮】
[067314] Tena samayena buddho bhagavaa Vera~njaaya.m viharati.
[067315] Upaali.
[067316] 〔諦〕－【聖】
[067317] Subhadda（梵Subhadra）.
[067318] 俱＝拘【明】
[067319] Visaakha pu.n.namadivasa paccuusasamaya.
[067320] Paavaa.
[067321] 俱＝拘【三】【宮】
[067322] 言＝曰【三】【宮】
[067323] 躄＝擗【宋】【元】【宮】，僻【聖】
[067324] Subhadda-mahallaka(Samp.Subhadda-bu.d.dhapabbajita).
[067325] Dhammo ca vinayo ca desito pa~n~natto so vo mam' accayena satthaa.
[067326] Kaasaayaani vatthaani(Samp. saanaani pa.msukuulaani nibbasanaani).
[067327] 納＝衲【明】
[067328] 〔是〕－【聖】
[067329] Sakalanava^ngasatthusaasana pariyattidhare.
[067330] anekasate anekasahasse（數百數千）
[067401] AAnanda.
[067402] Sekha sakara.niiya.
[067403] Mahaakassapa.
[067404] Sutta geyya.
[067405] 唯＝惟【三】【宮】【聖】
[067406] Raajagaha.
[067407] ~nattidutiyakamma.
[067408] Sa.mgiitikkhandhaka.
[067409] Saadhukii.lana.
[067410] Dhaatupuuja.
[067411] Anuruddhatthera.
[067412] Samp.Pattaciivara.（衣[金*本]）
[067413] Saavattii.
[067414] Jetavana.
[067415] Samp.Dasabalena vasitagandhaku.tii（十力所住香房）
[067416] Ma~ncapii.tha.
[067417] Samp.Subha-maa.nava.
[067418] Samp.Diighanikaaye Subha-sutta.m naama dasama.m sutta.m.
[067419] 鋡＝含【三】【宮】
[067420] [笐-几+儿]＝桁【宮】【聖】
[067421] 狼＝[卄/狼]【宋】【宮】
[067422] Vihaara parive.na.
[067423] 料＝撩【宋】【元】【宮】
[067424] AA.naacakka.
[067425] Dhammacakka.
[067426] 政＝正【三】【宮】
[067427] 戴＝載【三】【宮】
[067428] Samp.Vebhaarapabbatapassa Sattapa.n.niguhaadvaara.
[067429] Samp.Vissakamma.
[067430] 技＝伎【三】【宮】
[067431] 刻＝剋【聖】
[067432] 懸＝嚴【聖】
[067433] Brahmavimaana.
[067434] [毯-炎+婁]＝[毯-炎+俞]【三】【宮】
[067435] 最＝置【三】【宮】
[067436] Kaayagataaya satiyaa siitinaametvaa.
[067437] （遠）＋速【聖】
[067438] 疇＝籌【元】【明】【宮】
[067439] 適＝道【三】【宮】
[067440] Ca.mkama.
[067441] 〔六月十七日〕－【明】
[067442] Dhammasabhaa.
[067501] Buddhasaasanassa aayu.
[067502] 〔優波離〕－【聖】
[067503] Pa.thama paaraajika.
[067504] Vesaalii.
[067505] Sudinna Kalandakaputta.
[067506] Methunadhamma.
[067507] Vatthu,Nidaana,Puggala,Pa~n~natti,Anupa~n~natti.
[067508] AApatti.
[067509] Anaapatti.
[067510] 隨＝問【聖】
[067511] Sa^nghaadisesa.
[067512] Aniyata.
[067513] Nissaggiyapaacittiya.
[067514] Paacittiya.
[067515] Pa.tidesaniya.
[067516] Sekhiya.
[067517] Adhikara.nasamatha.
[067518] Mahaa-paatimokkha=Mahaa-vibha^nga.
[067519] （本）＋竟【聖】
[067520] Khandhaka.
[067521] 〔漢言雜事〕－【明】
[067522] Parivaara.
[067523] 〔漢言…也〕八字－【明】
[067524] 名＋（為）【三】【宮】
[067525] Brahmajaala.
[067526] Naalanda.
[067527] Raajaagaaraka An bala.t.thikaa.
[067528] Suppiya paribbaajaka,Brahmadatta maa.navaka.
[067529] 因＝目【宮】
[067530] Saama~n~nphala.
[067531] Jivakambavana.
[067532] Ajaatasattu Vedehiputta.
[067533] Pa~nca-n kaayaa.
[067534] AAgama,Samp.Nikaaya.
[067535] 鋡＝含【三】【宮】【聖】下同
[067536] Sa.myutta-nikaaya.
[067537] 殃堀＝鴦崛【三】【宮】，殊堀【聖】，A^nguttara-nikaaya.
[067538] Kbuddaka-nikaaya.
[067539] 堀＝掘【宋】，屈【元】【明】
[067540] 黨＝儻【聖】＊
[067541] 乾＝揵【宮】
[067542] Dhummapada,153,154.
[067543] 足＝患【三】【宮】【聖】
[067544] 愛＝受【聖】
[067545] Keci`yadaa have paatubhavanti dhammaa'（時法生成就） tikhandhake udaanagaatha.m aahu esaa pana paa.tipadadivase sabba~n~nuubhaavappattassa soma nassamaya~naa.nena paccayaakaara.m paccavekkha ntassa uppannaa udaanagaathaa ti veditabbaa.
[067546] 蹇陀迦中說五字非優陀那偈中之句
[067547] 我＝滅【宮】【聖】
[067548] Vinayapi.taka,Suttantapi.taka,Abhid-hammapi.taka.
[067549] Dve Vibha^ngaani（二毘崩伽）Dvaaviisati Kha dhakaani（二十二蹇陀）,So.tasa Parivaaraa（十六波利婆羅）
[067601] 四＝三【宮】,Samp.Catutti.msa-sutta（三十四經）.
[067602] Muulapayyaaa-sutta.
[067603] Oghatara-apadaana.Samp.Oghatura.na-sutta.
[067604] Cittapa-riyaadaana-sutta.
[067605] 鴦掘＝鴦堀【宋】【元】【宮】，鴦崛【明】，英掘【聖】
[067606] [Khuddakapaa.tha]-Dhammapada-Udaana-Itivuttaka-Suttanipaata-Vimaanavat-thu Petavattthu-Theraa-therigaathaa-Jaataka-Niddesa-Pa.tisambhidaa-Apadaana（喻）-Buddhava.msa-Cariyaapi.taka.（若用藏）
[067607] 軀＝嫗【三】【宮】【聖】
[067608] 性＝姓【三】【宮】【聖】
[067609] Pa~n~narasabheda.（破作十五分）
[067610] Dhammasa^ngani-Vibha^nga-Dhaatukathaa-Puggalapa~n~natti-Kathaavatthu-Yamaka-Pa.t.thaana.
[067611] 叉＝又【宮】
[067612] 祗＝坻【三】【宮】
[067613] 篇＝偏【宮】【聖】
[067614] 篇＝[彳*扁]【宮】，偏【聖】
[067615] Maatika.
[067616] 涌＝踊【聖】＊
[067617] 綖＝線【三】【宮】下同
[067618] 木＝水【元】
[067619] 畫＝盡【宋】【元】，畫【明】【宮】
[067620] Raajaabhiraaan.
[067621] Abhikkanta.
[067622] 于＝千？
[067623] 〔漢言長也〕－【明】
[067624] Adhika.
[067625] 呵＝阿【三】【宮】
[067626] 〔漢言意義〕－【明】，漢言意義＝漢言意也【聖】
[067627] Pi.taka.
[067628] Pi.takam pi.takatt-haviduu pariyattibhaajanatthatoahu,tena samodhaanetvaa tayo pi vinayaadayo ~neyya.
[067629] Atha puriso aagaccheyya kuddaalapi.taka.m aadaayaa'ti.
[067630] Bhaajana.
[067631] 薄＝縛【三】【宮】
[067632] 纏＝縛【聖】
[067701] AAgama,Samp.Nikaaya.
[067702] 多＝名【聖】
[067703] （云）＋何【三】【宮】
[067704] Udakapariyanta.m katvaa.
[067705] Yaa loke,satehi pa~ncahi kataa tena pa~nca-satati ca,tereh' eva katattaa ca therikaa ti pavnccatiiti.
[067706] Tena samayena buddho bhagavaa Vera~njaaya.m viharati.
[067707] 答＝初【聖】
[067708] Jambusirivhaya.
[067709] 令＝今【三】【宮】
[067710] Daasaka,Sonaka,Siggava,Tissa Moggaliputta.
[067711] Khii.naasava.（漏盡）
[067712] 讀＝讚【三】【宮】
[067713] 律＝持【三】【宮】
[067714] Eva.m ida.m vinayapi.taka.m Jambudiipe taava imaaya acariyaparamparaaya yaava tatiyasa.mgiiti taava aabhatan ti veditabba.m.
[067715] Vassasataparinibbute bhagavati.
[067716] Vesaalikaa Vajjiputtakaa bhikkhuu.
[067717] （一）kappati si^ngilo.nakappo. （二）kappati dva^ngulakappo.（三）kappati gaamantarakappo. （四）kappati aavaasakappo.（五）kappati anumatikappo. （六）kappati aaci.n.nakappo.（七）kappati amathitakappo. （八）kappati jalogi paatu.m.（九）kappati adasaka.m nisiidana.m. （十）kappati jaataruuparajata.m.
[067718] 壇＝檀【聖】
[067719] Tesa.m Susunaaga-putto Kaalaasoko naama raajaapakkho ahosi.
[067720] 修＋（修）【三】【宮】【聖】
[067721] Yasa Kaaka.n.d a-kaputta.
[067801] 彷徉＝防陽【聖】
[067802] 隱＝急【聖】
[067803] 力＝方【明】
[067804] Mahaavana Kuu.taagaarasaalaa.
[067805] Upaasaka.
[067806] 詣＝諸【聖】
[067807] Maasaka（摩沙迦）
[067808] 錢＝外【聖】
[067809] 減＝滅【聖】
[067810] Yasa（＝前出耶須拘迦）
[067811] 離婆多＝離波多【三】【宮】【聖】，Revata.
[067812] Sabbakaamin.
[067813] Vaa.tukaaraama（砂園）
[067814] 洗＝洒【宋】【元】【宮】下同
[067815] Pi.takavasena,Nikaayavasena,A^ngavasena（依枝葉） ,Dhammakkhandhavasena（依諸法聚）
[067816] Sabbakaamin.
[067817] 蘇寐＝蘇冠【聖】,Saalha.
[067818] Revata,Khujjasobhita,Yasa.
[067819] 婆＝娑【三】【宮】Saanasambhuuta.
[067820] Sumana,Vaasabhagaamin.
[067821] 娑＋（婆）【三】【宮】【聖】
[067822] Anuruddha.
[067823] Paa.taliputta.
[067824] Dhammaasoka.
[067825] Sakala-Jambudiipa.
[067826] Ruddhasaasana.
[067827] Titthiya.
[067828] Brahmaloka.
[067829] 其＝具【宋】【元】【宮】
[067830] Tissa.
[067831] 十力法＝十方法【聖】Dasabalassa saasana.
[067832] Siggava,和伽婆＝私伽婆？下同
[067833] 栴＝旃【三】【宮】‧Candavajji
[067834] Tipi.takadhara pattapa.tisambhida khii.naasava.
[067835] 託＝記【宮】
[067836] 〔偈〕－【聖】
[067837] 說＝記【三】【宮】【聖】
[067838] Tissa mahaabrahman.
[067839] Moggalibrahma.na.
[067840] 飯＝餅【三】【宮】
[067841] 曰＝日【宋】【元】【宮】
[067842] Aticchatha.
[067843] 〔是〕－【三】【宮】
[067901] 詰＝語【聖】
[067902] 〔日〕－【聖】
[067903] 得＝德【聖】
[067904] 已＝以【三】【宮】，【聖】＊
[067905] 〔家〕－【三】【宮】【聖】
[067906] Ti.n.na.m vedaana.m paaragu ahosi.
[067907] 圍＝韋【明】下同
[067908] Ma~ncapii.tha.
[067909] 先提＝遷提【三】【宮】下同
[067910] 白＝帛【三】【宮】
[067911] Palla^nka.
[067912] 持＝提【三】【宮】
[067913] Nigha.n.du.
[067914] 〔漢言一切物名〕－【明】
[067915] 揩晝＝揩書【三】【宮】，揩畫【聖】，Ke.tubha.
[067916] Jtihaasa,Akkharappabheda.
[067917] Cittayamaka.
[067918] Yassa citta.m uppajjati na nirujjhati,tassa citta.mnirujjhissatin' uppajjissati,yassa vaa pana citta.mnirujjhissati n'uppajjissati, tassa citta.m uppajjatina nirujjhati.
[067919] 以＝已【宋】【元】【宮】【聖】
[067920] Buddhamanta.
[067921] 子＋（問）【三】【宮】
[067922] 語＝諸【三】【宮】
[067923] 聽＝得【元】
[067924] 〔無〕－【聖】
[067925] 今＝令【宋】【元】【宮】
[067926] Candavajjittherassa santika.
[067927] Ehi tva.m saama.nera.
[067928] 和尚＝和上【宋】【元】【宮】【聖】，AAcariyupajjhaayaa.
[067929] Bindusaara.
[067930] Ekamaatika.m Tissakumaara.m .thapetvaa.
[067931] Tathaagatassa parinibbaanato dvinna.m vassasataana.m upari a.t.thaarasame (218) vasse sakala-Jambudiipe ekarajjabhiseka.m paapu.ni.
[067932] 一＝二【三】【宮】【聖】
[067933] Anotattadaha.
[067934] Dantaka.t.tha.
[067935] Naagalataa.
[067936] 軟＝濡【聖】
[068001] Agadaamalaka,Agadahariitaka.
[068002] Ambapakka.
[068003] 〔金〕－【宮】【聖】
[068004] Hatthapu~nchanapa.t.taka.
[068005] 漿＝醬【聖】
[068006] 名＝石【三】【宮】【聖】,A~njana.
[068007] 鼠＝擣【三】【宮】
[068008] 十＝千【三】【宮】【聖】
[068009] Karaviikasaku.na.
[068010] 鎖＋（鎖）【三】【宮】【聖】
[068011] Sammaasambuddhassa ruupa.
[068012] 虹＝絳【聖】
[068013] 乾闥＝揵撻【宋】【元】【宮】，揵闥【明】
[068014] Baahirakapaasa.n.da.
[068015] 供＝佛【聖】
[068016] 我＋（常）【聖】
[068017] Nigantha.
[068018] 令＝命【三】【宮】【聖】
[068019] Sihapa~njara.
[068020] Nigrodha.
[068021] Iriyaapathasampanna.
[068022] Bindusaarara~n~no je.t.thaputtassa Sumaaaraajakumaarassa putto.
[068023] （備）＋依【聖】
[068024] [爵-(采-木)+(樊-大)]＝爵【三】【宮】，Ujjenirajja.
[068025] Ca.n.daalagaama.
[068026] 〔女〕－【三】【宮】
[068027] Mahaavaru.na.
[068028] Khuragge yeva arahatta.m paapu.ni.
[068029] Sariira.m jaggetvaa.
[068030] 束＝揀【聖】
[068031] Pattaciivara.m aadaaya.
[068032] 盂＝釬【聖】
[068033] 經＝逕【三】【宮】
[068034] 身俯＝伸俯【三】【宮】，身府【聖】
[068035] 庠＝祥【聖】
[068036] Lokuttaradhamma.
[068037] 說＝訟【聖】
[068038] Uppala.
[068101] Dhammapada.
[068102] Appamaado amatapada.m,pamaado maccuno pada.m(Dh. 21),戒為甘露道 放逸為死經 （法句經放逸品）
[068103] 〔若〕－【宮】【聖】
[068104] Upajjhaaya.
[068105] 言＝曰【三】【宮】
[068106] AAcariya.
[068107] 三＝二【聖】
[068108] 更將＝將更【聖】
[068109] Tiisu sara.nesu pa~ncasu ca siilesu pati.t.thaapetvaa.
[068110] Asokaaraama.
[068111] 藍＝[糸*監]【聖】＊
[068112] Mahaadaana.
[068113] Catuuhi paccayehi pavaaretvaa.
[068114] 言支＝曰於【三】【宮】,言枝【聖】
[068115] 令＝今【宮】
[068116] 〔王〕－【三】【宮】【聖】
[068117] Indagutta.
[068118] 掘＝崛【三】【宮】下同,堀【聖】下同
[068119] 見＋（見）【聖】
[068120] A.t.tha siila^ngaani.
[068121] （天）＋王【聖】
[068122] 萬＝方【聖】
[068123] 念＝是【三】【宮】
[068124] Mahinda.
[068125] 大＝太【三】【宮】
[068126] Sa^nghamittaa.
[068127] 此下聖本有光明皇后願文
[068128] 律毘婆沙＝毘婆沙律【三】【宮】＊
[068129] 〔毘婆沙卷〕－【聖】
[068201] 〔卷〕－【聖】
[068202] 〔蕭齊…譯〕十二字－【聖】
[068203] 和尚＝和上【宋】【元】【宮】【聖】下同
[068204] Mahadeva.
[068205] 末＝未【元】【聖】,Majjhantika.
[068206] Upasampadaasiimaama.n.dala.
[068207] AAyupaalii.
[068208] Dhaminapaalii.
[068209] 壇＝檀【聖】
[068210] KontiputtaTissa.
[068211] 酥＝蘇【宋】【元】【宮】,Sappi.
[068212] 盤＝槃【三】【宮】
[068213] Pokkhara.nii.
[068214] Sabhaa.
[068215] 萬＝千【明】
[068216] 殄＝彌【聖】
[068217] 法＝往【聖】
[068218] Uposatha.
[068219] Ahoga^ngaapabbata.
[068220] 烋河＝休河【三】【宮】，休河【聖】
[068221] Keci pa~ncaatape tappanti.
[068222] 藍＝[糸*監]【聖】＊
[068223] 辟＝僻【三】【宮】【聖】
[068224] 〔房〕－【三】【宮】【聖】
[068225] 忤＝悟【宋】【元】【宮】【聖】
[068226] 妓＝伎【宮】
[068227] Ara~n~na
[068228] Yonakamahaadhammarakkhita.
[068229] 歡＝懼【三】【宮】
[068230] 〔得〕－【聖】
[068231] Asokaaraa^me pokkhara.nii.
[068232] Sa^nghaa.tii,(Samp. Ciivara)Uttaraasa^nga.
[068233] 洗＝洒【宋】【元】【宮】
[068234] [飢-几+善]＝膳【宋】【元】【宮】
[068235] 婇＝綵【聖】
[068301] 束＝[打-丁+束]【聖】
[068302] Antaravaasaka.
[068303] [金*本]盂＝[金*本]釪【聖】,Patta.
[068304] Padhaanaghara.
[068305] Aggibrahman.
[068306] 嗜＝耆【三】【宮】
[068307] 知＝婿【明】【宮】
[068308] 〔兒〕－【聖】
[068309] 日＝白【三】【宮】
[068310] 躄＝擗【宮】
[068311] Dhammakathika.
[068312] 眾＝迎【聖】
[068313] 烋＝休【三】【宮】【聖】下同
[068314] 侍＝從【聖】
[068315] 使＝便【聖】
[068316] 請＝諸【三】【宮】【聖】
[068317] Mahallaka.
[068318] Dahara.
[068319] Sivikaa.
[068320] 舫＝船【聖】＊,Naavaasa^nghaa.ta.
[068321] 波＝彼【三】【宮】【聖】
[068322] 摩娑＝摩挲【明】，磨娑【聖】
[068323] 召＝名【聖】
[068324] Supinajjhaayaka.
[068325] Sama.nanaaga.
[068326] Caaritta.
[068327] Uyyaana.
[068328] 磨＝摩【三】【宮】【聖】＊
[068329] 且＝旦【元】【明】
[068330] Paa.tihaariya.
[068401] 界＝[土*界]【聖】＊,Siimaa.
[068402] Jaataka,Samp. Tittirajaataka（鷓鴣本生經）
[068403] Taapasa.
[068404] Na pa.ticcakamma.m phusati mano ce na ppadussati,appossukkassa bhadrassa na paapam upalimpati.
[068405] 必＝不【三】【宮】【聖】
[068406] Ki.mvaadii sammaasambuddho.
[068407] Sassatavaada.
[068408] Ucchedavaada.
[068409] Asa~n~niivaada.
[068410] Nevasa~n~niinaasa~n~niivaada.
[068411] Di.t.thadhammanibbaanavaada.
[068412] A~n~natitthiya.
[068413] Vibhajjavaada.
[068414] 昔第＝第昔【聖】
[068415] Sonaka,Samp. Yasatthera.
[068416] Daasaka.
[068417] Sonaka.
[068418] Siggava.
[068419] 三＝二【三】【宮】
[068420] Ari.t.tha.
[068421] I.t.thiya.
[068422] 〔名〕－【三】【宮】【聖】
[068423] Uttiya.
[068424] Sambala.
[068425] Bhaddanaama.
[068426] 各＝多【三】【宮】【聖】
[068427] Tissadatta.
[068428] Kaalasumana.
[068429] Diighanaamaka.
[068430] Diighasumana.
[068431] Kaalasumana.
[068432] Dhammarakkhita, Samp. Buddharakkhita.
[068433] Tissa.
[068434] Deva.
[068435] Sumana.
[068436] Cuu.lanaaga.
[068437] Dhamma-paalinaama.
[068438] 婆＝波【三】【宮】【聖】＊
[068439] 企＝爾【三】【宮】,Khemanaama.
[068440] Upatissa.
[068441] Abhaya.
[068442] Cuu.ladeva.
[068443] Siiva.
[068444] 更＝又【明】
[068445] [口*宅]利＝利[口*宅]【聖】
[068446] 〔等〕－【聖】
[068447] Majjhantika.
[068448] Kasmiira-Gandhaara.
[068449] Mahaadeva.
[068450] Mahisakama.n.dala.
[068451] 婆末＝娑末【三】【宮】，婆未【聖】
[068452] Rakkhita.
[068453] Vanavaasi.
[068454] Yonaka-Dhammarakkhita.
[068455] Aparantaka.
[068456] Mahaadham-marakkhita.
[068501] 〔摩訶勒[口*宅]國〕－【三】【宮】【聖】Mahaara.t.tha.
[068502] Mahaarakkhita.
[068503] Yonakaloka.
[068504] 〔是漢地也〕－【明】
[068505] Majjhima.
[068506] Himavantapadesa.
[068507] Sonaka,Uttara.
[068508] Suva.n.nabhuumi.
[068509] Uttiya,Sambala, Bhaddasaala.
[068510] Siihaladiipa(=Samp. Tambapa.n.nidiipa).
[068511] Aravaala.
[068512] [Bha.n.du] kaasaavavasana.
[068513] 瞋＝息【聖】
[068514] 王＝至【三】【宮】
[068515] 霹靂＝礔[石*歷]【聖】
[068516] 擲＝躑【聖】
[068517] Gandhabba-kumbha.n.da.
[068518] 揵=闥【三】【宮】
[068519] Hariitakin,Samp. Pa~ncaka.
[068520] 以＝已【三】【宮】
[068521] 瞋＝慎【聖】
[068522] 末＝未【宋】【元】【宮】
[068523] 〔扇〕－【三】【宮】
[068524] AAsivisopamasuttanta.（蛇喻經）
[068525] 〔喻〕－【三】【宮】【聖】
[068526] 萬＝千【聖】
[068527] 瞋＝真【聖】
[068528] 娑＝婆【三】【宮】＊
[068529] Devaduutasutta.
[068530] Dhammaabhisamaya.
[068531] 婆＝娑【三】【宮】＊
[068532] Anamataggapariyaayakathaa.
[068533] Dhammacakkhu（法眼）
[068534] Vihaara.
[068535] Aggikkhandhuupamasuttantakathaa.
[068536] Dhammaamats.
[068537] Khattiya.
[068538] 婆＝波【聖】
[068539] Mahaanaaradakassapajaataka.
[068540] Kaalakaaraamasuttanta.
[068541] 通流＝流通【元】【明】
[068601] Kassapagotta, Alakadeva, Dundubhissara,Sahadeva.
[068602] 純＝鈍【三】【宮】【聖】
[068603] Dhammacakkappavattanasuttanta.
[068604] 若＝共【明】
[068605] 其＝取【三】【宮】
[068606] 勇＝踊【聖】
[068607] 宮＋（中）【三】【宮】
[068608] 王＝至【聖】
[068609] 迦＝之【元】
[068610] 害＝取【三】【宮】
[068611] Brahmajaalasuttanta.
[068612] 〔皆〕－【三】【宮】【聖】
[068613] Sonuttara.
[068614] 〔羅〕－【三】【宮】
[068615] Anuraadhapura.
[068616] Mu.tasiiva.
[068617] 〔王〕－【聖】
[068618] Sumana.
[068619] 末＝未【宋】【明】
[068620] Bha.n.duka.
[068621] Dakkhi.nagirijanapada.
[068622] Ujjenii.
[068623] Vedisanagara.
[068624] Siihaladiipa(=Samp. La^nkaadiipa).
[068625] Devaanampiyatissa.
[068626] Missakapabbata.
[068627] 私＝和【宮】
[068628] 記＝說【三】【宮】
[068629] Vedisakapabbata.
[068630] 象＝寫【三】【宮】【聖】
[068701] 象＝像【三】【宮】【聖】,Cetiyapabbata.
[068702] 寫＝雁【宮】
[068703] 列＝烈【宋】【元】【宮】
[068704] 通流＝流通【三】【宮】
[068705] Siihakumaara.
[068706] Vijaya.
[068707] Udayabhadra.
[068708] Panduvaasadeva.
[068709] Naagadassaka.
[068710] Abhaya.
[068711] 〔修〕－【三】【宮】＊,Susunaaga.
[068712] 作王＝王作【三】【宮】
[068713] Paku.n.dakaabhaya.
[068714] Kaalaasoka.
[068715] 茶＝荼【宮】＊
[068716] 栴＝旃【三】【宮】＊,Candagutta.
[068717] 掘＝堀【宮】【聖】＊
[068718] Anuruddha, Mu.n.da.
[068719] 各＝合(Samp.)
[068720] Naagadassaka.
[068721] 〔佛〕－【聖】
[068722] Asoka (Kaalaasoka).
[068723] 玫＝玖【宋】【元】【宮】,Nava Nanda.
[068724] Bindusaara.
[068725] 捻＝攝【聖】
[068726] 闍＝暗【三】【宮】,Ambatthalamagga.
[068727] 闍＝暗【三】【宮】,Ambatthala.
[068728] Chinnabhionapa.tadhara bha.n.dukaasaavavasana.
[068729] 神鬼＝鬼神【三】【宮】
[068730] Chaatakapabbata.
[068731] 藤＝[卄/騰]【三】【宮】＊，騰【聖】＊
[068732] 鷹＝雁【宮】
[068733] 鷂＝雞【宮】【聖】,Ha.msa-hukku.ta-jiivajiivaka.
[068734] 耆＝嗜【聖】＊
[068735] Diipava sa.
[068736] A.t.tha muttaa:Hayamuttaa,Gajamuttaa,Rathanuttaa, Amalakamuttaa,Vralayamuttaa,A^ngulivethakamuttaa, Kakudhaphalamuttaa,Paakatikamuttaa.
[068737] 遣＝遺【明】
[068738] Pa~njaraajakakudhabha.n.daani:-Chatta,Caamara, Khagga,Moli,Ratana-paaduka.
[068739] Dakkhi.naava.t.ta-sa^nkha(Samp. Sa^nkha).
[068740] 蝝＝緣【宮】
[068741] Ga^ngodaka（恒河水）．
[068742] Va.ta.msaka（耳飾）.
[068743] Bhi^nkaara（黃金瓶）．
[068744] 色＝厄【聖】＊
[068745] Hatthapu~nchana.
[068746] Haricandana.
[068747] Aru.nava.n.namattika.
[068748] Hariitaka.
[068749] AAmalaka.
[068750] 王＝玉【三】【宮】【聖】
[068751] Diipava sa.
[068752] 蝝＝螺【宮】
[068801] 儀＝犧【三】【宮】【聖】
[068802] 名＝石【三】【宮】【聖】
[068803] 米＝[卄/果]【三】【宮】
[068804] 物＝好【宮】
[068805] AAmisapa.n.naakaara.
[068806] Dhammapa.n.naakaara.
[068807] 此＝心【宮】
[068808] 王＝三【宋】【元】【宮】
[068809] Ambarukkha.
[068810] ~naataka.
[068811] 答＋（曰）【聖】
[068812] 〔立〕－【三】【宮】【聖】
[068813] Cuulahatthipadopamasutta.
[068814] 疑＋（曰）【三】【宮】【聖】
[068815] 請＝諸【聖】
[068816] 今＝令【聖】
[068817] [束*力]＝[整-ㄆ+力]【聖】
[068818] 歡喜＝喜喜【三】【宮】
[068819] 徹＝[徹-彳+月]【聖】
[068820] 天＋（梵天）【聖】
[068821] Samacittasuttanta.
[068822] Dhammaabhisamaya.
[068823] 車＝連【聖】
[068824] 既＝即【聖】
[068825] 〔此〕－【聖】
[068826] Pa.thamacetiya.t.thaana.
[068827] 料＝撩【宋】【元】【宮】
[068828] 〔敷〕－【三】【宮】
[068829] [毯-炎+婁]＝[毯-炎+俞]【三】【宮】
[068830] 令＝領【三】【宮】【聖】
[068901] Anulaadevii.
[068902] Petavatthu, Vimaanavatthu, Saccasa.myutta.
[068903] Missakapabbata.
[068904] 〔嘆〕－【聖】
[068905] 物＝勿【聖】
[068906] 迮＝窄【三】【宮】
[068907] 狹＝陝【宋】【元】，使【聖】
[068908] Hatthisaalaa.
[068909] 幔＝縵【三】【宮】【聖】
[068910] 往＝住【聖】
[068911] Nandanavana.
[068912] 席＝蓆【宋】【元】【宮】
[068913] 讀＝犢【三】【宮】
[068914] 〔日〕－【三】【宮】【聖】
[068915] 今日＝曰今【宋】【元】【宮】，日今【明】【聖】
[068916] Meghavana.
[068917] 仍＝乃【三】【宮】
[068918] Suva.n.nabhi^nkaara.
[068919] 〔是〕－【聖】
[068920] 住＝往【三】【宮】
[068921] 此下聖本有光明皇后願文
[068922] 沙＋（序）【聖】
[068923] Jotivana.
[068924] Mahaaappamaadasutta.
[068925] Cetiyagiri.
[068926] Ari.t.tha.
[068927] Ka.n.takacetiya^nga.na.
[068928] 造＝繞【聖】
[068929] Lena.
[068930] 〔教化…比〕十七字－【聖】
[068931] 〔那迦〕－【聖】
[068932] Samp. dvaasa.t.thi（六十二）
[068933] 七＝八【三】【宮】，九【聖】
[068934] Ciradi.t.tho no mahaaraaja sama-sambuddho.
[068935] Sariiradhaatuyo.（複形.舍利[馬*太]都）
[068936] 度量＝量度【三】【宮】
[068937] 度＝憂【聖】
[068938] 諸＝法【聖】
[069001] Mahaanaagavanuyyaana.
[069002] Sakka devaraajaana.m.
[069003] Dve dhaatuyo.
[069004] Dakkhi.nadaa.tha.
[069005] Dakkhi.nakkhaka.
[069006] 晏＝宴【三】【宮】
[069007] 〔門〕－【聖】
[069008] 者＋（名）【三】【宮】
[069009] 供＝俱【聖】
[069010] 〔即〕－【三】【宮】
[069011] [門@龠]＝鑰【三】【宮】，蘥【聖】
[069012] Ma.nithuuPa.
[069013] 〔塔〕－【聖】
[069014] 參＝喿【宮】
[069015] 備＝修【三】【宮】
[069016] Dhaatuca^ngotaka.
[069017] 音樂＝音聲【聖】
[069018] 〔城內〕－【三】【宮】
[069019] Thuupaaraama.
[069020] Pahecivatthu.
[069021] [土*區]＝漚【三】【宮】，嫗【聖】＊Ojadiipa.
[069022] Abhayapura.
[069023] Abhaya.
[069024] 帝＝提【宮】【聖】＊
[069025] Devakuu.tapabbata.
[069026] 波利＝波到【宋】，彼致【聖】Pa.tiyaaraama.
[069027] Kakusandha.
[069028] Mahaa-deva.
[069029] Dhammakaraka.
[069030] 園＝國【三】【宮】
[069031] Konaagamana.
[069032] Varadiipa.
[069033] Va.d.dhamaana.
[069034] Samiddha.
[069035] Suva.n.nakuu.ta.
[069036] 俱＝得【聖】
[069037] 佛＝見【聖】
[069038] Mahaasumana.
[069039] Kaayabandhana.
[069040] Kassapa.
